legal_articles,legal_violation_categories,violation_keywords,reason_ai
《中华人民共和国安全生产法》第三十条;,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十条第一款、,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十四条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第（一）款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第（一）款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第四款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第二项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第二款规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第二款第三款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第二款的有关规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第二款和第二十七条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十四条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第二款、第三十二条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十条第一款、》第三十六条第三款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十条第一款、第三十六条第一款和第三十五条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十七条第(七)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十七条第(七)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十七条的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十七条及,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十七条、,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十七条;8.,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十七条;,安全生产,安全||安全生产,
"《中华人民共和国安全生产法》第九十七条,",安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十七条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十条第一款、第三十九条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十七条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三罚款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十条规定:第三十条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十条规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十条第一款规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十条第一款的规定;依据,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十条第一款的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十条第一款及,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十条第一款、第四十九条第二款、第三十九条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十一条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第七十八条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第二款、,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第二款;,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一、二款、,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第(一)款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条、,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条;,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十八第一款的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十八第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十八条第（一）款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十八条第一款的规定依据,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十八条第一款依据,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十八条第一款、第四十二条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十八条第一款、第二十五条第四款、第三十三条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十八条第一款、第二十五条第四款,安全生产,安全||安全生产,
"《中华人民共和国安全生产法》第三十八条第一款,",安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十八条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十八条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十八条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十八条第三款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第二款;2.,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款;,安全生产,安全||安全生产,
"《中华人民共和国安全生产法》第三十六条第二款,",安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第三款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第三款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款的规定,安全生产,安全||安全生产,
"《中华人民共和国安全生产法》第三十六条第一款,",安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款和第四十二条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款、第二款、第四十一条第二款、第八十一条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款、第二款、,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款、第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款、第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款、第二十七条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款、,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款;8.,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款;6.,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款;4.,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第三十六条第一款和第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十七条第(七)项、第九十九条第(四)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第七十九条第二款和,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第七十九条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十四条第(一)项的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十四条第(一)项和第一百一十四条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十四条第(一)项之规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十四条第(一)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十四条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百〇一条第一款第五项;,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一十八条;,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一十七条的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第99条第6款第九十九条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第98条第4项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第96条规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第96条第1款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第94条第3项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第94条第1款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第94条、第96条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第41条第2款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第41条的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第39条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十四条第(一)项规定给予处罚款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十四条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十四条第一款第(一)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十四条第一款第(一)项、,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第(四)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第(五)项、第一百零二条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第(五)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第(一)项的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第(一)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条之规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条、,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第38条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百条第九条第一项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十四条第（一）项罚款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十四条第（一）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十四条第一款第（二）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十四条第一款第（一）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十四条第一款第一项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百一十四条第一款第(一）项,安全生产,安全||安全生产,
"《中华人民共和国安全生产法》第一百条第二款,",安全生产,安全||安全生产,
《中华人民共和国安全生产法》第36条第2款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第33条第2款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第31条第1款规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法(2021)》第四十一条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法(2021)》第九十七条第五项的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法(2014版)》,安全生产,安全||安全生产,
《中华人民共和国安全生产法(2014年8月31日第十二届全国人民代表大会常务委员会第十次会议修订)》第四十六条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法(2014年8月31日第十二届全国人民代表大会常务委员会第十次会议修订)》第三十八条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法(2014年8月31日第十二届全国人民代表大会常务委员会第十次会议修订)》第一百零九条第(一)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法(2014年8月31日第十二届全国人民代表大会常务委员会第十次会议修订)》第一百零九条,安全生产,安全||安全生产,
《中华人民共和国安全生产法(2014)》第三十三条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产 法》第九十七条,安全生产,安全||安全生产,
《中华人民共和国安全生产法(2021修正)》第九十七条第七项的规定,安全生产,安全||安全生产,
《中华人民共和国安全生(2014年8月31日第十二届全国人民代表大会常务委员会第十次会议修订)》第三十八条第一款、第四十一条,安全生产,安全,
《中华人民共和国安全生 产法》第三十二条的规定,安全生产,安全||安全生产,
《中华人民共和国安全 生产法》第九十四条第(三)项,安全生产,安全||安全生产,
《中华人民共和国安全 生产法》第三十九条第二款,安全生产,安全||安全生产,
《水文地质情况评价报告及水害隐患治理情况分析报告》,安全生产,隐患,
《汕尾市城区新湖加油改建项目安全评价报告》,安全生产,安全,
违反了《中华人民共和国安全生产法》第三十三条第一款,安全生产,安全||安全生产,
违反了《中华人民共和国安全生产法》第三十八条第一款,安全生产,安全||安全生产,
违反了《中华人民共和国安全生产法》第三十六条第一款,安全生产,安全||安全生产,
《汕尾市城区捷胜加油站改建项目安全预评价报告》,安全生产,安全,
《中华人民共和国安全生 产法》第九十七条第（六）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法(2021修正)》第二十一条的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第30条第1款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第28条第2款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第28条第1款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第28条的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第28条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第27条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第25条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第25条第2款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第25条、27条、40条、41条,安全生产,安全||安全生产,
《中华人民共和国安全生产法(2021修正)》第二十八条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第25条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第21条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第13号）第二十五条第一款、第三十八条第一款、第四十一条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第13号）第九十六条第一款第二项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第13号）第三十三条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第13号）第一百零九条第（一）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第109条第1款规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第101条第1项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第(三十五)条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》九十六条第(二)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第21条第2款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第一款、第(三)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第一款第四项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第一款第（三）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条和,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条之规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条、第九十九条第(三)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条、第九十七条第（七）项、第一百零一条第（五）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条、第九十七条第(五)项、第四十五条第一条第(一)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条、九十六条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条、,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条;6.,安全生产,安全||安全生产,
"《中华人民共和国安全生产法》第一百零二条的规定,决定给予处人民币贰万伍仟元罚款",安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条;4.,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条;,安全生产,安全||安全生产,
"《中华人民共和国安全生产法》第一百零二条,",安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二一条;,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二一条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第（二）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第（一）项的规定（法律条款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条;2.,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第（一）项五、处罚决定：罚款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条第(二)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条第一款第(二)项的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第七十九条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一章第二十五条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零八条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零五条第（二）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零五条第（二）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零五条第（一）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零五条第二项;6.,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零五条第二项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零五条第一项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零五条第(二）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零五条第(二)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零五条的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零五条,安全生产,安全||安全生产,
"《中华人民共和国安全生产法》第一百零二条规定,拟对该公司作出处罚人民币肆万元罚款",安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条第（二）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条第二（项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条第二项的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零二条第二项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零五条第(二)项;,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第七十九条第二款;2、,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第（一）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第二项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零三条第二款的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零三条第二款和第九十七条第（七）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零三条第二款、,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零三条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零三条第(二)款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零三条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一第一项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第（四）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第（一）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零三条第（二）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第（一）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第四项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第五项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第三项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第三项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第一项的规定;2.,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第一项的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第一项、第九十四条第三项的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第一项、第九十九条第一项、第九十九条第二项、第九十九条第三项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第一项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零一条第四项的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第（一）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条、生产安全事故罚款处罚规定(试行)》第十四条第一款,安全生产,安全||安全生产,
"《中华人民共和国安全生产法》第一百零九条第一项规定,给予罚款",安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第一项规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第一项的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第一项、第九十二条第一项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第一项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第一款第（一）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第一款第一项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第一款第(一)项的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第一款第(一)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条(一)款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第(一)项的规定(法律条款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第(一)项的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第(一)项作出罚款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第(一)项之规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第(一)项、,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第(一)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第(一)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第(一)款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条一款（一）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第一百零九条第(二)项,安全生产,安全||安全生产,
《国家矿山安全监察局关于印发的通知》,安全生产,矿||安全,
《中华人民共和国安全生产法》第九十七条第(七)项的规定决定给予罚款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十七条第(二)项的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（一）项、第九十四条第（六）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（一）项、第九十四条第（七）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（一）项、,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（一）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（一）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第四项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第六项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第二（项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第二项的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第二项、第三项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第二项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第二项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第二款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第三项、九十四条第五项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第三项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第三款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第一项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第一款第（四）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第一款第（二）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（三）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（三）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（二）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（二）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十四条、,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十四条;,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十四条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十四条,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六第（一）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六第一项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六第(一)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条规定罚款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第一款第四项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（四）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（五）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（二）项的规定拟给予贰万伍仟元的罚款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（二）项的规定拟给予贰万伍仟元的罚款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（二）项及,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（二）项、第（四）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（二）项、第（三）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（二）项、第一百零二条第（二）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（二）项、,安全生产,安全||安全生产,
"《中华人民共和国安全生产法》第九十六条第（二）项,",安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第（六）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第一款第二项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第一款第三项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十六条第一款第(二)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第四项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第二项对第二条隐患处罚款二万元;合并处罚款,安全生产,安全隐患||隐患||安全||安全生产,
《中华人民共和国安全生产法》第九十八条第二项、第九十八条第三项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第三项、第九十四条第六项、第七项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第三项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第三款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第一项的规定,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第一项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第一款第（一）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第（一）项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第一款第四项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第一款第(一)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第一款,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第(四)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第(三)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第(一)项、第九十六条第(一)项,安全生产,安全||安全生产,
《中华人民共和国安全生产法》第九十八条第(一)项;,安全生产,安全||安全生产,
